num_article;doi;term
77;10.3390/ijms25010038;gut microbiome
77;10.3390/ijms25010038;immune activation
77;10.3390/ijms25010038;intestinal permeability
77;10.3390/ijms25010038;enteric reflex
77;10.3390/ijms25010038;entero-endocrine signaling
77;10.3390/ijms25010038;bile acids
77;10.3390/ijms25010038;short-chain fatty acids
77;10.3390/ijms25010038;SCFAs
77;10.3390/ijms25010038;glutamate
77;10.3390/ijms25010038;Glu
77;10.3390/ijms25010038;γ-aminobutyric acid
77;10.3390/ijms25010038;GABA
77;10.3390/ijms25010038;dopamine
77;10.3390/ijms25010038;DA
77;10.3390/ijms25010038;norepinephrine
77;10.3390/ijms25010038;NE
77;10.3390/ijms25010038;serotonin
77;10.3390/ijms25010038;5-HT
77;10.3390/ijms25010038;histamine
77;10.3390/ijms25010038;vagus nerve
77;10.3390/ijms25010038;VN
77;10.3390/ijms25010038;entero-epithelial cells
77;10.3390/ijms25010038;EES
77;10.3390/ijms25010038;myenteric plexus
77;10.3390/ijms25010038;enteric nervous system
77;10.3390/ijms25010038;ENS
77;10.3390/ijms25010038;cognitive behavior
77;10.3390/ijms25010038;neuropsychiatric disorders
77;10.3390/ijms25010038;autism
77;10.3390/ijms25010038;depression
77;10.3390/ijms25010038;schizophrenia
77;10.3390/ijms25010038;neurotransmitters
77;10.3390/ijms25010038;psychobiotic compounds
80;10.1016/j.xfre.2023.08.009;neuroendocrine
80;10.1016/j.xfre.2023.08.009;neurotransmitter
80;10.1016/j.xfre.2023.08.009;gut microbiota imbalance
80;10.1016/j.xfre.2023.08.009;psychiatric disorder
80;10.1016/j.xfre.2023.08.009;polycystic ovarian syndrome
80;10.1016/j.xfre.2023.08.009;PCOS
80;10.1016/j.xfre.2023.08.009;depression
80;10.1016/j.xfre.2023.08.009;anxiety
80;10.1016/j.xfre.2023.08.009;hypothalamic-pituitary-ovarian
80;10.1016/j.xfre.2023.08.009;hypothalamic-pituitary-adrenal axes
80;10.1016/j.xfre.2023.08.009;neuronal signaling
80;10.1016/j.xfre.2023.08.009;gut-brain axis
80;10.1016/j.xfre.2023.08.009;probiotics
80;10.1016/j.xfre.2023.08.009;micronutrient supplementation
80;10.1016/j.xfre.2023.08.009;psychiatric symptoms
86;10.1016/j.neubiorev.2023.105425;Major depressive disorder
86;10.1016/j.neubiorev.2023.105425;MDD
86;10.1016/j.neubiorev.2023.105425;neuro-immune disorder
86;10.1016/j.neubiorev.2023.105425;inflammatory response
86;10.1016/j.neubiorev.2023.105425;systemic peripheral inflammatory markers
86;10.1016/j.neubiorev.2023.105425;chronic systemic inflammation
86;10.1016/j.neubiorev.2023.105425;gut microbiota
86;10.1016/j.neubiorev.2023.105425;Peripheral cytokines
86;10.1016/j.neubiorev.2023.105425;neuroinflammation
86;10.1016/j.neubiorev.2023.105425;cellular pathways
86;10.1016/j.neubiorev.2023.105425;humoral pathways
86;10.1016/j.neubiorev.2023.105425;neural pathways
86;10.1016/j.neubiorev.2023.105425;antidepressant drugs
86;10.1016/j.neubiorev.2023.105425;Anti-inflammatory drugs
86;10.1016/j.neubiorev.2023.105425;depressive symptoms
86;10.1016/j.neubiorev.2023.105425;glial cells
86;10.1016/j.neubiorev.2023.105425;neurotherapeutic targets
91;10.3389/fcimb.2023.1296417;gut microbiota
91;10.3389/fcimb.2023.1296417;insomnia
91;10.3389/fcimb.2023.1296417;gut-brain axis
91;10.3389/fcimb.2023.1296417;sleep
91;10.3389/fcimb.2023.1296417;immune system
91;10.3389/fcimb.2023.1296417;central nervous system
91;10.3389/fcimb.2023.1296417;host homeostasis
91;10.3389/fcimb.2023.1296417;GWAS
91;10.3389/fcimb.2023.1296417;Negativicutes
91;10.3389/fcimb.2023.1296417;Clostridiuminnocuumgroup
91;10.3389/fcimb.2023.1296417;Dorea
91;10.3389/fcimb.2023.1296417;Lachnoclostridium
91;10.3389/fcimb.2023.1296417;Prevotella7
91;10.3389/fcimb.2023.1296417;Selenomonadalesare
91;10.3389/fcimb.2023.1296417;biomarkers
91;10.3389/fcimb.2023.1296417;treatment targets
93;10.3390/nu15234905;Diet
93;10.3390/nu15234905;Short-Term Probiotic Intervention
93;10.3390/nu15234905;Depressive Symptoms
93;10.3390/nu15234905;bariatric surgery
93;10.3390/nu15234905;probiotics
93;10.3390/nu15234905;mood disorders
93;10.3390/nu15234905;mental health
93;10.3390/nu15234905;BDI
93;10.3390/nu15234905;HRSD
93;10.3390/nu15234905;gut microbiota
93;10.3390/nu15234905;RYGB
93;10.3390/nu15234905;SG
93;10.3390/nu15234905;Muribaculaceae
93;10.3390/nu15234905;Veillonella
93;10.3390/nu15234905;Roseburia
93;10.3390/nu15234905;Christensenellaceae R-7 group
93;10.3390/nu15234905;Subdoligranulum
93;10.3390/nu15234905;Oscillibacter
93;10.3390/nu15234905;UCG-005
93;10.3390/nu15234905;gut-brain microbiota axis
97;10.1007/7854_2023_449;Microbiota-Gut-Brain Axis
97;10.1007/7854_2023_449;Antidepressant Treatment
97;10.1007/7854_2023_449;depressive disorders
97;10.1007/7854_2023_449;gastrointestinal system
97;10.1007/7854_2023_449;brain function
97;10.1007/7854_2023_449;mental health
97;10.1007/7854_2023_449;gut-brain modules
97;10.1007/7854_2023_449;compositional alterations
97;10.1007/7854_2023_449;depression
97;10.1007/7854_2023_449;catecholaminergic
97;10.1007/7854_2023_449;monoamine neurotransmission
97;10.1007/7854_2023_449;antidepressants
97;10.1007/7854_2023_449;prebiotics
97;10.1007/7854_2023_449;probiotics
97;10.1007/7854_2023_449;synbiotics
97;10.1007/7854_2023_449;psychobiotics
97;10.1007/7854_2023_449;therapeutic adjuncts
97;10.1007/7854_2023_449;fecal microbiota transplantation
97;10.1007/7854_2023_449;microorganisms
97;10.1007/7854_2023_449;prebiotic fibers
100;10.1186/s13063-023-07765-4;inulin supplementation
100;10.1186/s13063-023-07765-4;inflammatory and oxidative stress markers
100;10.1186/s13063-023-07765-4;migraine
100;10.1186/s13063-023-07765-4;gut-brain axis
100;10.1186/s13063-023-07765-4;neurological diseases
100;10.1186/s13063-023-07765-4;intestinal microbiota
100;10.1186/s13063-023-07765-4;oxidative stress
100;10.1186/s13063-023-07765-4;inflammation
100;10.1186/s13063-023-07765-4;mental health
100;10.1186/s13063-023-07765-4;quality of life
100;10.1186/s13063-023-07765-4;intestinal permeability
100;10.1186/s13063-023-07765-4;zonulin
100;10.1186/s13063-023-07765-4;high-sensitive C-reactive protein
100;10.1186/s13063-023-07765-4;total antioxidant capacity
100;10.1186/s13063-023-07765-4;total oxidant status
100;10.1186/s13063-023-07765-4;nitric oxide
100;10.1186/s13063-023-07765-4;gut microbiota manipulation
101;10.1590/1984-3143-AR2023-0082;intestinal microbiota
101;10.1590/1984-3143-AR2023-0082;gut microbiota
101;10.1590/1984-3143-AR2023-0082;immune system development
101;10.1590/1984-3143-AR2023-0082;host metabolism
101;10.1590/1984-3143-AR2023-0082;Dysbiosis
101;10.1590/1984-3143-AR2023-0082;inflammatory bowel disease
101;10.1590/1984-3143-AR2023-0082;obesity
101;10.1590/1984-3143-AR2023-0082;neurological conditions
101;10.1590/1984-3143-AR2023-0082;gut-brain axis
101;10.1590/1984-3143-AR2023-0082;central nervous system
101;10.1590/1984-3143-AR2023-0082;cognitive function
101;10.1590/1984-3143-AR2023-0082;mental health
101;10.1590/1984-3143-AR2023-0082;canine intestinal microbiota
101;10.1590/1984-3143-AR2023-0082;gastrointestinal disorders
101;10.1590/1984-3143-AR2023-0082;chronic enteropathy
101;10.1590/1984-3143-AR2023-0082;food allergies
101;10.1590/1984-3143-AR2023-0082;ulcerative histiocytic colitis
250;10.3390/nu14245247;Anorexia nervosa
250;10.3390/nu14245247;AN
250;10.3390/nu14245247;Gut dysbiosis
250;10.3390/nu14245247;gut microbiota
250;10.3390/nu14245247;short-chain fatty acids
250;10.3390/nu14245247;SCFA
250;10.3390/nu14245247;SCFA-producing bacteria
250;10.3390/nu14245247;BMI
250;10.3390/nu14245247;fecal SCFA concentrations
250;10.3390/nu14245247;active AN
250;10.3390/nu14245247;AN-REC
250;10.3390/nu14245247;acetic-
250;10.3390/nu14245247;butyric-
250;10.3390/nu14245247;formic-
250;10.3390/nu14245247;isobutyric-
250;10.3390/nu14245247;isovaleric-
250;10.3390/nu14245247;propionic-
250;10.3390/nu14245247;succinic acid
250;10.3390/nu14245247;plasma concentrations
250;10.3390/nu14245247;weight restoration
251;10.3389/fnins.2022.1029495;gut microbiota
251;10.3389/fnins.2022.1029495;GM
251;10.3389/fnins.2022.1029495;mental health
251;10.3389/fnins.2022.1029495;psychobiology
251;10.3389/fnins.2022.1029495;microbial-gut-brain axis
251;10.3389/fnins.2022.1029495;MGBA
251;10.3389/fnins.2022.1029495;brain function
251;10.3389/fnins.2022.1029495;emotional disorders
251;10.3389/fnins.2022.1029495;depression
251;10.3389/fnins.2022.1029495;mental disorders
251;10.3389/fnins.2022.1029495;antidepressant regimens
251;10.3389/fnins.2022.1029495;gut dysbiosis
251;10.3389/fnins.2022.1029495;classic antidepressants
251;10.3389/fnins.2022.1029495;Chinese materia medica
251;10.3389/fnins.2022.1029495;CMM
251;10.3389/fnins.2022.1029495;exogenous strains
251;10.3389/fnins.2022.1029495;psychiatric disorders
251;10.3389/fnins.2022.1029495;microbial targets
252;10.1016/j.bbrc.2022.09.063;Postpartum depression
252;10.1016/j.bbrc.2022.09.063;PPD
252;10.1016/j.bbrc.2022.09.063;maternal separation
252;10.1016/j.bbrc.2022.09.063;MS
252;10.1016/j.bbrc.2022.09.063;chronic unpredictable mild stress
252;10.1016/j.bbrc.2022.09.063;CUMS
252;10.1016/j.bbrc.2022.09.063;gut microbiota
252;10.1016/j.bbrc.2022.09.063;forced swim test
252;10.1016/j.bbrc.2022.09.063;FST
252;10.1016/j.bbrc.2022.09.063;tail suspension test
252;10.1016/j.bbrc.2022.09.063;TST
252;10.1016/j.bbrc.2022.09.063;sucrose preference index
252;10.1016/j.bbrc.2022.09.063;depression-like behaviors
252;10.1016/j.bbrc.2022.09.063;5-hydroxytryptamine
252;10.1016/j.bbrc.2022.09.063;5-HT
252;10.1016/j.bbrc.2022.09.063;hypothalamic-pituitary-adrenal
252;10.1016/j.bbrc.2022.09.063;HPA axis
252;10.1016/j.bbrc.2022.09.063;corticotropin releasing hormone
252;10.1016/j.bbrc.2022.09.063;corticotropin releasing hormone receptor 1
252;10.1016/j.bbrc.2022.09.063;Bacteroidetes
252;10.1016/j.bbrc.2022.09.063;Firmicutes
252;10.1016/j.bbrc.2022.09.063;Proteobacteria
253;10.1007/s12088-022-01033-w;Gut-Brain Axis
253;10.1007/s12088-022-01033-w;Neurodegeneration
253;10.1007/s12088-022-01033-w;Mental Health
253;10.1007/s12088-022-01033-w;neurodegenerative diseases
253;10.1007/s12088-022-01033-w;protein-protein
253;10.1007/s12088-022-01033-w;gene-environment interactions
253;10.1007/s12088-022-01033-w;central nervous system
253;10.1007/s12088-022-01033-w;CNS
253;10.1007/s12088-022-01033-w;enteric nervous system
253;10.1007/s12088-022-01033-w;ENS
253;10.1007/s12088-022-01033-w;gut microbiota
253;10.1007/s12088-022-01033-w;gut microbiota profile
253;10.1007/s12088-022-01033-w;therapeutic intervention
253;10.1007/s12088-022-01033-w;gut microbial influence
253;10.1007/s12088-022-01033-w;targeted therapies
256;10.3389/fmicb.2022.959856;gut microbiota
256;10.3389/fmicb.2022.959856;GM
256;10.3389/fmicb.2022.959856;pathogenic proteins
256;10.3389/fmicb.2022.959856;neurodegenerative diseases
256;10.3389/fmicb.2022.959856;NDs
256;10.3389/fmicb.2022.959856;vagus nerve
256;10.3389/fmicb.2022.959856;intestinal barrier
256;10.3389/fmicb.2022.959856;blood-brain barrier
256;10.3389/fmicb.2022.959856;cytokines
256;10.3389/fmicb.2022.959856;central microglia
256;10.3389/fmicb.2022.959856;neuroprotective effects
256;10.3389/fmicb.2022.959856;dietary therapy
256;10.3389/fmicb.2022.959856;fecal microbiota transplantation
256;10.3389/fmicb.2022.959856;FMT
261;10.3390/nu14224776;mental health
261;10.3390/nu14224776;academic stress
261;10.3390/nu14224776;gut microbiota
261;10.3390/nu14224776;bidirectional interactions
261;10.3390/nu14224776;self-reported mood
261;10.3390/nu14224776;mental health status
261;10.3390/nu14224776;metabolic and stress biomarkers
261;10.3390/nu14224776;gut microbial diversity
262;10.3389/fpsyt.2022.960756;gut microbiota
262;10.3389/fpsyt.2022.960756;anxiety
262;10.3389/fpsyt.2022.960756;depression
262;10.3389/fpsyt.2022.960756;psychiatric disorders
262;10.3389/fpsyt.2022.960756;oral microbiome
262;10.3389/fpsyt.2022.960756;mental health
262;10.3389/fpsyt.2022.960756;genome-wide association study
262;10.3389/fpsyt.2022.960756;GWAS
262;10.3389/fpsyt.2022.960756;polygenic risk scores
262;10.3389/fpsyt.2022.960756;PRSs
262;10.3389/fpsyt.2022.960756;salivary microbiomes
262;10.3389/fpsyt.2022.960756;tongue dorsum microbiomes
262;10.3389/fpsyt.2022.960756;Mendelian randomization
262;10.3389/fpsyt.2022.960756;MR
262;10.3389/fpsyt.2022.960756;anxiety score
262;10.3389/fpsyt.2022.960756;depression score
262;10.3389/fpsyt.2022.960756;Centipeda periodontii SGB 224 × Granulicatella uSGB 3289
262;10.3389/fpsyt.2022.960756;Eggerthia
262;10.3389/fpsyt.2022.960756;diagnostic targets
262;10.3389/fpsyt.2022.960756;intervention strategies
263;10.3389/fnagi.2022.996234;Gut microbiota
263;10.3389/fnagi.2022.996234;human probiotics
263;10.3389/fnagi.2022.996234;brain functions
263;10.3389/fnagi.2022.996234;memory
263;10.3389/fnagi.2022.996234;psychological
263;10.3389/fnagi.2022.996234;biological measures
263;10.3389/fnagi.2022.996234;cognitive scores
263;10.3389/fnagi.2022.996234;neuropsychological battery
263;10.3389/fnagi.2022.996234;mood
263;10.3389/fnagi.2022.996234;stool samples
265;10.3390/nu14214688;gut microbiome
265;10.3390/nu14214688;gut−brain axis
265;10.3390/nu14214688;cognition
265;10.3390/nu14214688;cognitive decline
265;10.3390/nu14214688;gut-derived metabolites
265;10.3390/nu14214688;serum Propionic Acid
265;10.3390/nu14214688;propionic acid
265;10.3390/nu14214688;short-chain fatty acid
265;10.3390/nu14214688;hypercholesterolemia
265;10.3390/nu14214688;diabetes
265;10.3390/nu14214688;blood glucose
265;10.3390/nu14214688;prebiotic foods
268;10.1038/s43587-022-00311-y;Alzheimer's disease
268;10.1038/s43587-022-00311-y;AD
268;10.1038/s43587-022-00311-y;dementia
268;10.1038/s43587-022-00311-y;intermittent fasting
268;10.1038/s43587-022-00311-y;IF
268;10.1038/s43587-022-00311-y;gut microbiota
268;10.1038/s43587-022-00311-y;gut microbial composition
268;10.1038/s43587-022-00311-y;Lactobacillus
268;10.1038/s43587-022-00311-y;Metabolomic profiling
268;10.1038/s43587-022-00311-y;carbohydrate metabolism
268;10.1038/s43587-022-00311-y;sarcosine
268;10.1038/s43587-022-00311-y;dimethylglycine
268;10.1038/s43587-022-00311-y;cognitive decline
268;10.1038/s43587-022-00311-y;amyloid-β
268;10.1038/s43587-022-00311-y;Aβ
268;10.1038/s43587-022-00311-y;glial overactivation
268;10.1038/s43587-022-00311-y;gut-microbiota-metabolites-brain axis
272;10.1016/j.bbi.2022.08.015;autism
272;10.1016/j.bbi.2022.08.015;autism spectrum disorder
272;10.1016/j.bbi.2022.08.015;ASD
272;10.1016/j.bbi.2022.08.015;gut microbiota
272;10.1016/j.bbi.2022.08.015;GI symptoms
272;10.1016/j.bbi.2022.08.015;emotional/behavioral problems
272;10.1016/j.bbi.2022.08.015;alpha diversity
272;10.1016/j.bbi.2022.08.015;Shannon-wiener
272;10.1016/j.bbi.2022.08.015;Simpson diversity indices
272;10.1016/j.bbi.2022.08.015;Fusobacterium
272;10.1016/j.bbi.2022.08.015;Ruminococcus torques group
272;10.1016/j.bbi.2022.08.015;Bacteroides plebeius DSM 17135
272;10.1016/j.bbi.2022.08.015;Ruminococcaceae UCG 013
272;10.1016/j.bbi.2022.08.015;Ervsipelotrichaceae UCG 003
272;10.1016/j.bbi.2022.08.015;Parasutterella
272;10.1016/j.bbi.2022.08.015;Clostridium sensu stricto 1
272;10.1016/j.bbi.2022.08.015;Turicibacter
272;10.1016/j.bbi.2022.08.015;Clostridium spiroforme DSM 1552
272;10.1016/j.bbi.2022.08.015;Intestinimonas butyriciproducens
272;10.1016/j.bbi.2022.08.015;immune dysregulation
272;10.1016/j.bbi.2022.08.015;molecular biomarkers
277;10.19723/j.issn.1671-167X.2022.05.014;fecal microbiota
277;10.19723/j.issn.1671-167X.2022.05.014;first episode schizophrenia
277;10.19723/j.issn.1671-167X.2022.05.014;drug naïve
277;10.19723/j.issn.1671-167X.2022.05.014;intestinal microbiome
277;10.19723/j.issn.1671-167X.2022.05.014;clinical phenotype
277;10.19723/j.issn.1671-167X.2022.05.014;antipsychotic drugs
277;10.19723/j.issn.1671-167X.2022.05.014;APDs
277;10.19723/j.issn.1671-167X.2022.05.014;16S rRNA genes
277;10.19723/j.issn.1671-167X.2022.05.014;alpha diversity index
277;10.19723/j.issn.1671-167X.2022.05.014;chao1
277;10.19723/j.issn.1671-167X.2022.05.014;ACE
277;10.19723/j.issn.1671-167X.2022.05.014;goods_coverage
277;10.19723/j.issn.1671-167X.2022.05.014;Bacteroides
277;10.19723/j.issn.1671-167X.2022.05.014;Streptococcus
277;10.19723/j.issn.1671-167X.2022.05.014;Romboutsia
277;10.19723/j.issn.1671-167X.2022.05.014;Eubacterium ruminantium group
277;10.19723/j.issn.1671-167X.2022.05.014;LEfSe
277;10.19723/j.issn.1671-167X.2022.05.014;Prevotella_9
277;10.19723/j.issn.1671-167X.2022.05.014;Blautia
277;10.19723/j.issn.1671-167X.2022.05.014;Dialister
277;10.19723/j.issn.1671-167X.2022.05.014;Roseburia
277;10.19723/j.issn.1671-167X.2022.05.014;Bifidobacterium
277;10.19723/j.issn.1671-167X.2022.05.014;PANSS
277;10.19723/j.issn.1671-167X.2022.05.014;general psychopathology scale
277;10.19723/j.issn.1671-167X.2022.05.014;Clostridium_sensu_stricto_1
277;10.19723/j.issn.1671-167X.2022.05.014;L-methionine
277;10.19723/j.issn.1671-167X.2022.05.014;L-proline
277;10.19723/j.issn.1671-167X.2022.05.014;homovanillic acid
277;10.19723/j.issn.1671-167X.2022.05.014;N-acetylserotonin
277;10.19723/j.issn.1671-167X.2022.05.014;vitamin B6
279;10.1186/s12916-022-02550-7;IBD
279;10.1186/s12916-022-02550-7;depression
279;10.1186/s12916-022-02550-7;fatigue
279;10.1186/s12916-022-02550-7;inflammatory bowel diseases
279;10.1186/s12916-022-02550-7;microbiota-gut-brain axis
279;10.1186/s12916-022-02550-7;faecal gut microbiota
279;10.1186/s12916-022-02550-7;taxonomic
279;10.1186/s12916-022-02550-7;metagenomic profiles
279;10.1186/s12916-022-02550-7;Bayesian statistics
279;10.1186/s12916-022-02550-7;bacterial genera
279;10.1186/s12916-022-02550-7;functional modules
279;10.1186/s12916-022-02550-7;Odoribacter
279;10.1186/s12916-022-02550-7;Anaerotruncus
279;10.1186/s12916-022-02550-7;Alistipes
279;10.1186/s12916-022-02550-7;pectin
279;10.1186/s12916-022-02550-7;glycosaminoglycan
279;10.1186/s12916-022-02550-7;central carbohydrate metabolism
279;10.1186/s12916-022-02550-7;Intestinimonas
279;10.1186/s12916-022-02550-7;Eubacterium
279;10.1186/s12916-022-02550-7;Clostridiales g.i.s
279;10.1186/s12916-022-02550-7;amino acid
279;10.1186/s12916-022-02550-7;short-chain fatty acid producers
279;10.1186/s12916-022-02550-7;glycan
279;10.1186/s12916-022-02550-7;microbiota-directed therapeutic approaches
283;10.1038/s41380-022-01569-9;serum metabolome
283;10.1038/s41380-022-01569-9;gut microbiome
283;10.1038/s41380-022-01569-9;brain function
283;10.1038/s41380-022-01569-9;microbiota-gut-brain axis
283;10.1038/s41380-022-01569-9;bipolar depression
283;10.1038/s41380-022-01569-9;BD
283;10.1038/s41380-022-01569-9;faecal metagenomic
283;10.1038/s41380-022-01569-9;serum metabolomics
283;10.1038/s41380-022-01569-9;neuroimaging
283;10.1038/s41380-022-01569-9;neuroactive metabolites
283;10.1038/s41380-022-01569-9;B-vitamins
283;10.1038/s41380-022-01569-9;kynurenic acid
283;10.1038/s41380-022-01569-9;gamma-aminobutyric acid
283;10.1038/s41380-022-01569-9;short-chain fatty acids
283;10.1038/s41380-022-01569-9;Akkermansia muciniphila
283;10.1038/s41380-022-01569-9;Citrobacter freundii
283;10.1038/s41380-022-01569-9;Citrobacter werkmanii
283;10.1038/s41380-022-01569-9;Phascolarctobacterium spp.
283;10.1038/s41380-022-01569-9;Yersinia frederiksenii
283;10.1038/s41380-022-01569-9;Yersinia aleksiciae
283;10.1038/s41380-022-01569-9;Enterobacter cloacae
283;10.1038/s41380-022-01569-9;Enterobacter kobei
283;10.1038/s41380-022-01569-9;Flavobacterium spp.
283;10.1038/s41380-022-01569-9;functional connectivity
283;10.1038/s41380-022-01569-9;cognition
283;10.1038/s41380-022-01569-9;emotion regulation
283;10.1038/s41380-022-01569-9;interoception
283;10.1038/s41380-022-01569-9;pathophysiology
287;10.3390/cells11182922;Probiotic
287;10.3390/cells11182922;gut-brain axis
287;10.3390/cells11182922;Bifidobacterium longum
287;10.3390/cells11182922;Lactobacillus helveticus
287;10.3390/cells11182922;Lactiplantibacillus plantarum
287;10.3390/cells11182922;brain morphology
287;10.3390/cells11182922;gray matter volume
287;10.3390/cells11182922;left supramarginal gyrus
287;10.3390/cells11182922;superior parietal lobule
287;10.3390/cells11182922;resting state functional connectivity
287;10.3390/cells11182922;default mode
287;10.3390/cells11182922;salience
287;10.3390/cells11182922;frontoparietal
287;10.3390/cells11182922;language network
287;10.3390/cells11182922;Hospital Anxiety and Depression Scale
287;10.3390/cells11182922;depression sub-score
287;10.3390/cells11182922;psycho(bio)logical markers
287;10.3390/cells11182922;gut-brain communication
290;10.1038/s41398-022-02149-9;Autism Spectrum Disorder
290;10.1038/s41398-022-02149-9;ASD
290;10.1038/s41398-022-02149-9;neurodevelopmental disorder
290;10.1038/s41398-022-02149-9;Microbiota alterations
290;10.1038/s41398-022-02149-9;neuroinflammation
290;10.1038/s41398-022-02149-9;immune dysregulation
290;10.1038/s41398-022-02149-9;maternal immune activation
290;10.1038/s41398-022-02149-9;MIA
290;10.1038/s41398-022-02149-9;gut microbiota
290;10.1038/s41398-022-02149-9;ASD-like behavioral alterations
290;10.1038/s41398-022-02149-9;sociability
290;10.1038/s41398-022-02149-9;sensorimotor gating
290;10.1038/s41398-022-02149-9;perseverative behaviors
290;10.1038/s41398-022-02149-9;microbial taxa
290;10.1038/s41398-022-02149-9;neuroinflammatory responses
290;10.1038/s41398-022-02149-9;cerebellum
291;10.3390/ijerph191711022;Psychobiotics
291;10.3390/ijerph191711022;probiotics
291;10.3390/ijerph191711022;Lactobacillus
291;10.3390/ijerph191711022;Bifidobacterium
291;10.3390/ijerph191711022;mental health benefits
291;10.3390/ijerph191711022;commensal gut microbiota
291;10.3390/ijerph191711022;brain-gut axis
291;10.3390/ijerph191711022;neurotransmitters
291;10.3390/ijerph191711022;neurochemicals
291;10.3390/ijerph191711022;HPA axis
291;10.3390/ijerph191711022;immune system
291;10.3390/ijerph191711022;metabolites
291;10.3390/ijerph191711022;psychiatric problems
293;10.3390/biomedicines10092162;Major depressive disorder
293;10.3390/biomedicines10092162;MDD
293;10.3390/biomedicines10092162;gut microbiota
293;10.3390/biomedicines10092162;GM
293;10.3390/biomedicines10092162;gut-brain axis
293;10.3390/biomedicines10092162;whole metagenome sequencing
293;10.3390/biomedicines10092162;Faecalibacterium prausnitzii
293;10.3390/biomedicines10092162;Roseburia hominis
293;10.3390/biomedicines10092162;Roseburia intestinalis
293;10.3390/biomedicines10092162;Escherichia coli
293;10.3390/biomedicines10092162;Ruthenibacterium lactatiformans
293;10.3390/biomedicines10092162;arginine
293;10.3390/biomedicines10092162;asparagine
293;10.3390/biomedicines10092162;glutamate
293;10.3390/biomedicines10092162;glutamine
293;10.3390/biomedicines10092162;melatonin
293;10.3390/biomedicines10092162;acetic
293;10.3390/biomedicines10092162;butyric
293;10.3390/biomedicines10092162;conjugated linoleic acids
293;10.3390/biomedicines10092162;spermidine
293;10.3390/biomedicines10092162;biomarker bacteria
294;10.3389/fphar.2022.974949;Neferine
294;10.3389/fphar.2022.974949;Nef
294;10.3389/fphar.2022.974949;chronic stress-induced depression
294;10.3389/fphar.2022.974949;tail suspension
294;10.3389/fphar.2022.974949;forced swimming tests
294;10.3389/fphar.2022.974949;sucrose preference indices
294;10.3389/fphar.2022.974949;dopamine
294;10.3389/fphar.2022.974949;DA
294;10.3389/fphar.2022.974949;serotonin
294;10.3389/fphar.2022.974949;5-HT
294;10.3389/fphar.2022.974949;norepinephrine
294;10.3389/fphar.2022.974949;NE
294;10.3389/fphar.2022.974949;hippocampus
294;10.3389/fphar.2022.974949;Lactobacillus
294;10.3389/fphar.2022.974949;intestinal microbiota
294;10.3389/fphar.2022.974949;colonic Lactobacillus abundance
294;10.3389/fphar.2022.974949;monoamine neurotransmitter secretion
294;10.3389/fphar.2022.974949;intestinal flora structure
296;10.1016/j.pbb.2022.173448;Sjögren's syndrome
296;10.1016/j.pbb.2022.173448;SS
296;10.1016/j.pbb.2022.173448;gut-microbiota-brain axis
296;10.1016/j.pbb.2022.173448;depression-like phenotypes
296;10.1016/j.pbb.2022.173448;gut microbiota
296;10.1016/j.pbb.2022.173448;non-obese diabetic
296;10.1016/j.pbb.2022.173448;NOD
296;10.1016/j.pbb.2022.173448;synaptic proteins
296;10.1016/j.pbb.2022.173448;prefrontal cortex
296;10.1016/j.pbb.2022.173448;PFC
296;10.1016/j.pbb.2022.173448;submandibular gland
296;10.1016/j.pbb.2022.173448;SMG
296;10.1016/j.pbb.2022.173448;anti-SSA
296;10.1016/j.pbb.2022.173448;anti-SSB
296;10.1016/j.pbb.2022.173448;proinflammatory factors
298;10.1007/s12031-022-02053-3;Psychobiotics
298;10.1007/s12031-022-02053-3;Gut Microbiota
298;10.1007/s12031-022-02053-3;Gut-Brain Axis
298;10.1007/s12031-022-02053-3;Neurological Disorders
298;10.1007/s12031-022-02053-3;probiotics
298;10.1007/s12031-022-02053-3;central nervous system
298;10.1007/s12031-022-02053-3;CNS
298;10.1007/s12031-022-02053-3;autism spectrum disorders
298;10.1007/s12031-022-02053-3;Parkinson's disease
298;10.1007/s12031-022-02053-3;multiple sclerosis
298;10.1007/s12031-022-02053-3;insomnia
298;10.1007/s12031-022-02053-3;depression
298;10.1007/s12031-022-02053-3;diabetic neuropathy
298;10.1007/s12031-022-02053-3;anorexia nervosa
298;10.1007/s12031-022-02053-3;psychotropic strains
299;10.3390/jcm11175121;Intestinal Permeability
299;10.3390/jcm11175121;Depression
299;10.3390/jcm11175121;Inflammatory Bowel Disease
299;10.3390/jcm11175121;brain-gut-microbiota axis
299;10.3390/jcm11175121;intestinal barrier
299;10.3390/jcm11175121;mental health
299;10.3390/jcm11175121;intestinal permeability biomarkers
299;10.3390/jcm11175121;calprotectin
299;10.3390/jcm11175121;zonulin
299;10.3390/jcm11175121;lipopolysaccharide-binding protein
299;10.3390/jcm11175121;LBP
299;10.3390/jcm11175121;intestinal fatty acid-binding protein
299;10.3390/jcm11175121;I-FAB
299;10.3390/jcm11175121;Crohn's disease
299;10.3390/jcm11175121;ulcerative colitis
299;10.3390/jcm11175121;biomarkers
304;10.3390/nu14153220;α-Lactalbumin
304;10.3390/nu14153220;α-LA
304;10.3390/nu14153220;polycystic ovary syndrome
304;10.3390/nu14153220;PCOS
304;10.3390/nu14153220;gastrointestinal dysbiosis
304;10.3390/nu14153220;prebiotic effect
304;10.3390/nu14153220;insulin resistance
304;10.3390/nu14153220;obesity
